date,symbol,quality_n,volume_n,volume_n_clean
2026-07-16,DBC,0,24,20
2026-07-16,DCM,0,49,45
2026-07-16,DGW,0,28,26
2026-07-16,DIG,0,120,107
2026-07-16,DPM,0,25,23
2026-07-16,DSE,0,1,1
2026-07-16,DXG,0,111,105
2026-07-16,DXS,0,36,34
2026-07-16,EIB,0,45,40
2026-07-16,EVF,0,25,25
2026-07-16,FPT,5,132,130
2026-07-16,FRT,0,11,9
2026-07-16,FTS,0,30,26
2026-07-16,GAS,0,22,13
2026-07-16,GEE,0,80,79
2026-07-16,GEX,0,117,114
2026-07-16,GMD,0,19,18
2026-07-16,GVR,1,19,17
2026-07-16,HAG,0,20,19
2026-07-16,HCM,0,102,101
2026-07-16,HDB,3,24,20
2026-07-16,HDC,0,47,44
2026-07-16,HDG,0,78,77
2026-07-16,HHV,0,24,23
2026-07-16,HPG,2,118,113
2026-07-16,HSG,0,39,38
2026-07-16,HT1,0,2,2
2026-07-16,IMP,2,0,0
2026-07-16,KBC,1,4,4
2026-07-16,KDC,0,0,0
2026-07-16,KDH,0,100,98
2026-07-16,KOS,0,0,0
2026-07-16,LPB,2,13,6
2026-07-16,MBB,0,58,49
2026-07-16,MSB,2,22,17
2026-07-16,MSN,1,35,35
2026-07-16,MWG,5,28,23
2026-07-16,NAB,0,1,1
2026-07-16,NKG,0,39,39
2026-07-16,NLG,0,15,14
2026-07-16,NT2,0,3,2
2026-07-16,NVL,2,94,94
2026-07-16,OCB,0,14,14
2026-07-16,PAN,0,8,8
2026-07-16,PC1,0,25,20
2026-07-16,PDR,0,124,124
2026-07-16,PHR,0,7,7
2026-07-16,PLX,1,42,40
2026-07-16,PNJ,3,133,131
2026-07-16,POW,0,66,66
2026-07-16,PVD,0,49,49
2026-07-16,PVT,1,20,20
2026-07-16,REE,1,12,12
2026-07-16,SAB,0,8,8
2026-07-16,SBT,0,3,3
2026-07-16,SCS,1,2,2
2026-07-16,SHB,2,122,120
2026-07-16,SIP,0,1,1
2026-07-16,SJS,0,0,0
2026-07-16,SSB,1,2,2
2026-07-16,SSI,1,106,104
2026-07-16,STB,0,45,42
2026-07-16,SZC,0,11,11
2026-07-16,TCB,0,25,15
2026-07-16,TCH,0,48,47
2026-07-16,TPB,1,74,73
2026-07-16,VCB,0,24,24
2026-07-16,VCG,0,37,36
2026-07-16,VCI,0,126,126
2026-07-16,VGC,1,4,4
2026-07-16,VHC,0,6,6
2026-07-16,VHM,0,101,100
2026-07-16,VIB,0,35,35
2026-07-16,VIC,1,75,73
2026-07-16,VIX,0,116,116
2026-07-16,VJC,0,5,5
2026-07-16,VND,0,84,82
2026-07-16,VNM,0,18,18
2026-07-16,VPB,2,45,44
2026-07-16,VPI,1,0,0
2026-07-16,VPL,0,2,2
2026-07-16,VRE,0,62,62
2026-07-16,VSC,1,91,90
2026-07-16,VTP,0,36,36
2026-07-17,ACB,1,140,67
2026-07-17,ANV,1,13,9
2026-07-17,BAF,0,0,0
2026-07-17,BCM,0,39,33
2026-07-17,BID,2,63,50
2026-07-17,BMP,1,3,1
2026-07-17,BSI,0,7,5
2026-07-17,BSR,1,146,131
2026-07-17,BVH,0,2,1
2026-07-17,BWE,2,3,3
2026-07-17,CII,1,104,84
2026-07-17,CMG,0,10,9
2026-07-17,CTD,0,14,13
2026-07-17,CTG,1,46,41
2026-07-17,CTR,1,4,3
2026-07-17,CTS,0,51,42
2026-07-17,DBC,0,14,12
2026-07-17,DCM,0,54,52
2026-07-17,DGW,1,12,11
2026-07-17,DIG,0,129,111
2026-07-17,DPM,2,15,15
2026-07-17,DSE,0,0,0
2026-07-17,DXG,0,59,57
2026-07-17,DXS,0,15,14
2026-07-17,EIB,0,27,27
2026-07-17,EVF,0,18,16
2026-07-17,FPT,3,131,116
2026-07-17,FRT,1,12,12
2026-07-17,FTS,0,28,27
2026-07-17,GAS,1,11,9
2026-07-17,GEE,0,44,43
2026-07-17,GEX,0,63,56
2026-07-17,GMD,0,19,19
2026-07-17,GVR,1,11,11
2026-07-17,HAG,1,19,18
2026-07-17,HCM,0,107,101
2026-07-17,HDB,1,22,22
2026-07-17,HDC,0,36,36
2026-07-17,HDG,0,37,37
2026-07-17,HHV,0,15,15
2026-07-17,HPG,2,111,108
2026-07-17,HSG,0,35,34
2026-07-17,HT1,0,2,2
2026-07-17,IMP,1,0,0
2026-07-17,KBC,1,15,14
2026-07-17,KDC,0,0,0
2026-07-17,KDH,1,96,95
2026-07-17,KOS,0,0,0
2026-07-17,LPB,0,22,21
2026-07-17,MBB,3,68,64
2026-07-17,MSB,0,13,13
2026-07-17,MSN,0,46,46
2026-07-17,MWG,1,21,21
2026-07-17,NAB,0,1,1
2026-07-17,NKG,0,65,65
2026-07-17,NLG,0,24,24
2026-07-17,NT2,1,4,4
2026-07-17,NVL,1,108,106
2026-07-17,OCB,2,13,12
2026-07-17,PAN,0,3,3
2026-07-17,PC1,0,19,17
2026-07-17,PDR,1,130,130
2026-07-17,PHR,1,5,5
2026-07-17,PLX,1,25,24
2026-07-17,PNJ,4,121,121
2026-07-17,POW,1,41,41
2026-07-17,PVD,0,24,23
2026-07-17,PVT,1,16,16
2026-07-17,REE,2,8,8
2026-07-17,SAB,0,8,8
2026-07-17,SBT,0,0,0
2026-07-17,SCS,1,4,4
2026-07-17,SHB,2,70,70
2026-07-17,SIP,0,0,0
2026-07-17,SJS,0,2,2
2026-07-17,SSB,0,1,1
2026-07-17,SSI,1,111,111
2026-07-17,STB,0,35,35
2026-07-17,SZC,0,8,8
2026-07-17,TCB,1,20,20
2026-07-17,TCH,0,32,32
2026-07-17,TPB,0,44,44
2026-07-17,VCB,1,14,12
2026-07-17,VCG,0,39,39
2026-07-17,VCI,0,119,117
2026-07-17,VGC,2,1,1
2026-07-17,VHC,0,7,7
2026-07-17,VHM,1,75,74
2026-07-17,VIB,0,11,11
2026-07-17,VIC,2,40,39
2026-07-17,VIX,0,106,106
2026-07-17,VJC,0,0,0
2026-07-17,VND,1,50,49
2026-07-17,VNM,1,109,109
2026-07-17,VPB,3,103,102
2026-07-17,VPI,1,0,0
2026-07-17,VPL,0,3,3
2026-07-17,VRE,0,36,36
2026-07-17,VSC,0,53,53
2026-07-17,VTP,0,13,13
2026-07-20,ACB,4,84,53
2026-07-20,ANV,1,7,5
2026-07-20,BAF,0,4,4
2026-07-20,BCM,1,49,47
2026-07-20,BID,2,76,53
2026-07-20,BMP,2,26,22
2026-07-20,BSI,1,19,9
2026-07-20,BSR,0,137,116
2026-07-20,BVH,0,5,5
2026-07-20,BWE,1,0,0
2026-07-20,CII,1,143,99
2026-07-20,CMG,2,3,3
2026-07-20,CTD,0,18,17
2026-07-20,CTG,3,69,61
2026-07-20,CTR,0,6,5
2026-07-20,CTS,1,121,98
2026-07-20,DBC,3,130,125
2026-07-20,DCM,0,54,52
2026-07-20,DGW,0,17,12
2026-07-20,DIG,0,118,104
2026-07-20,DPM,0,25,24
2026-07-20,DSE,0,0,0
2026-07-20,DXG,0,99,91
2026-07-20,DXS,0,15,15
2026-07-20,EIB,0,32,28
2026-07-20,EVF,0,18,17
2026-07-20,FPT,5,125,115
2026-07-20,FRT,1,1,0
2026-07-20,FTS,0,24,22
2026-07-20,GAS,0,15,14
2026-07-20,GEE,0,46,44
2026-07-20,GEX,0,107,98
2026-07-20,GMD,0,9,7
2026-07-20,GVR,0,17,16
2026-07-20,HAG,0,44,44
2026-07-20,HCM,0,114,113
2026-07-20,HDB,1,11,10
2026-07-20,HDC,0,68,67
2026-07-20,HDG,0,63,63
2026-07-20,HHV,0,53,52
2026-07-20,HPG,5,102,95
2026-07-20,HSG,2,32,32
2026-07-20,HT1,0,1,1
2026-07-20,IMP,1,1,1
2026-07-20,KBC,0,7,7
2026-07-20,KDC,1,0,0
2026-07-20,KDH,1,96,94
2026-07-20,KOS,0,0,0
2026-07-20,LPB,1,23,22
2026-07-20,MBB,0,55,50
2026-07-20,MSB,2,14,13
2026-07-20,MSN,0,65,62
2026-07-20,MWG,0,21,21
2026-07-20,NAB,0,1,1
2026-07-20,NKG,0,76,76
2026-07-20,NLG,0,10,10
2026-07-20,NT2,2,3,3
2026-07-20,NVL,3,116,115
2026-07-20,OCB,1,16,16
2026-07-20,PAN,0,11,11
2026-07-20,PC1,1,11,11
2026-07-20,PDR,0,110,108
2026-07-20,PHR,0,10,10
2026-07-20,PLX,0,26,26
2026-07-20,PNJ,0,115,115
2026-07-20,POW,0,59,59
2026-07-20,PVD,0,19,19
2026-07-20,PVT,0,27,27
2026-07-20,REE,4,4,4
2026-07-20,SAB,0,15,15
2026-07-20,SBT,0,0,0
2026-07-20,SCS,0,2,2
2026-07-20,SHB,0,110,110
2026-07-20,SIP,1,2,2
2026-07-20,SJS,0,1,1
2026-07-20,SSB,0,2,2
2026-07-20,SSI,1,72,70
2026-07-20,STB,0,17,17
2026-07-20,SZC,0,7,7
2026-07-20,TCB,1,32,23
2026-07-20,TCH,0,38,38
2026-07-20,TPB,0,46,46
2026-07-20,VCB,0,47,45
2026-07-20,VCG,0,59,59
2026-07-20,VCI,1,102,102
2026-07-20,VGC,0,3,3
2026-07-20,VHC,0,8,8
2026-07-20,VHM,1,88,86
2026-07-20,VIB,1,19,19
2026-07-20,VIC,1,96,96
2026-07-20,VIX,0,94,94
2026-07-20,VJC,1,7,7
2026-07-20,VND,0,86,86
2026-07-20,VNM,0,47,47
2026-07-20,VPB,1,51,51
2026-07-20,VPI,0,0,0
2026-07-20,VPL,0,3,3
2026-07-20,VRE,0,47,47
2026-07-20,VSC,0,71,71
2026-07-20,VTP,1,16,16
